000000000000000121000011096,0.232,4.70,-3.40,1.18
000000000000000121000011096,0.231,4.70,-3.40,1.17
000000000000000121000010223,0.114,5.84,-2.87,0.89
000000000000000121000011096,0.232,4.60,-3.36,1.20
000000000000000121000011096,0.238,4.59,-3.36,1.20
000000000000000121000011096,0.234,4.58,-3.36,1.20
000000000000000121000011096,0.239,4.57,-3.35,1.20
000000000000000121000011096,0.311,4.56,-3.36,1.20
000000000000000121000011096,0.357,4.55,-3.37,1.20
000000000000000121000011096,0.394,4.54,-3.38,1.20
000000000000000121000011096,0.318,4.63,-3.34,1.19
000000000000000121000011096,0.257,4.94,-3.09,1.20
000000000000000121000011096,0.225,5.02,-3.01,1.22
000000000000000121000011096,0.235,5.03,-3.01,1.22
000000000000000121000011096,0.217,5.03,-3.00,1.21
000000000000000121000011096,0.210,5.18,-2.96,1.21
000000000000000121000011096,0.221,5.18,-2.96,1.21
000000000000000121000011096,0.783,4.77,-2.56,1.30
000000000000000121000011096,0.217,4.89,-2.71,1.24
000000000000000121000011096,0.181,4.97,-2.81,1.19
000000000000000121000011096,0.172,4.97,-2.82,1.19
000000000000000121000011096,0.184,4.98,-2.83,1.20
000000000000000121000011096,0.172,4.99,-2.84,1.20
000000000000000121000011096,0.328,5.14,-3.00,1.15
000000000000000121000011096,0.254,5.14,-3.01,1.15
000000000000000121000011096,0.202,5.13,-3.01,1.16
000000000000000121000011096,0.192,5.12,-3.01,1.16
000000000000000121000011096,0.187,5.10,-3.01,1.17
000000000000000121000011096,0.200,5.08,-3.00,1.17
000000000000000121000011096,0.215,5.07,-2.99,1.17
000000000000000121000011096,0.222,5.05,-2.99,1.17
000000000000000121000011096,0.245,5.04,-3.00,1.18
000000000000000121000011096,0.279,5.03,-3.01,1.18
000000000000000121000011096,0.247,5.09,-3.11,1.24
000000000000000121000011096,0.253,5.24,-3.13,1.20
000000000000000121000011096,0.022,4.97,-3.13,1.20
000000000000000121000011096,0.270,4.97,-3.13,1.20
000000000000000121000011096,0.218,4.97,-3.14,1.20
000000000000000121000011096,0.718,5.00,-2.93,1.25
000000000000000121000011096,0.213,4.99,-2.94,1.24
000000000000000121000010223,0.114,5.84,-2.87,0.89
000000000000000121000011096,0.044,4.56,-3.10,1.06
000000000000000121000011096,0.255,4.77,-3.13,1.17
000000000000000121000011096,0.210,4.77,-3.12,1.17
000000000000000121000011096,0.204,4.77,-3.11,1.17
000000000000000121000011096,0.216,4.77,-3.10,1.17
000000000000000121000011096,0.217,4.78,-3.10,1.17
000000000000000121000011096,0.219,4.78,-3.10,1.17
000000000000000121000011096,0.221,4.79,-3.09,1.17
000000000000000121000011096,0.222,4.79,-3.09,1.17
000000000000000121000011096,0.207,4.75,-2.92,1.20
000000000000000121000011096,0.214,4.74,-2.93,1.20
000000000000000121000011096,0.228,4.73,-2.93,1.20
000000000000000121000011096,0.216,4.72,-2.94,1.19
000000000000000121000011096,0.224,4.72,-2.95,1.19
000000000000000121000011096,0.216,4.72,-2.96,1.19
000000000000000121000011096,0.190,4.77,-2.94,1.16
000000000000000121000011096,0.260,4.74,-2.77,1.19
000000000000000121000011096,0.391,4.55,-2.73,0.99
000000000000000121000011096,0.213,4.52,-2.90,1.14
000000000000000121000011096,0.189,4.53,-2.89,1.15
000000000000000121000011096,0.196,4.53,-2.89,1.15
000000000000000121000011096,0.186,4.52,-3.04,1.16
000000000000000121000011096,0.208,4.52,-3.04,1.16
000000000000000121000011096,0.215,4.52,-3.04,1.17
000000000000000121000011096,0.225,4.53,-3.05,1.17
000000000000000121000011096,0.219,4.54,-3.05,1.17
000000000000000121000011096,0.205,4.54,-3.06,1.17
000000000000000121000011096,0.205,4.55,-3.06,1.17
000000000000000121000011096,0.205,4.55,-3.07,1.17
000000000000000121000011096,0.207,4.56,-3.07,1.17
000000000000000121000011096,0.212,4.66,-2.97,1.17
000000000000000121000011096,0.229,4.70,-2.85,1.11
000000000000000121000011096,0.212,4.67,-2.75,1.15
000000000000000121000011096,0.189,4.68,-2.74,1.15
000000000000000121000011096,0.230,4.72,-2.51,1.17
000000000000000121000011096,0.262,4.72,-2.37,1.18
000000000000000121000011096,0.229,4.66,-2.59,1.13
000000000000000121000011096,0.216,4.66,-2.60,1.13
000000000000000121000011096,0.196,4.65,-2.61,1.13
000000000000000121000011096,0.211,4.68,-2.78,1.15
000000000000000121000011096,0.205,4.69,-2.79,1.15
000000000000000121000011096,0.208,4.69,-2.80,1.15
000000000000000121000011096,0.206,4.69,-2.80,1.15
000000000000000121000011096,0.208,4.69,-2.81,1.15
000000000000000121000011096,0.202,4.69,-2.82,1.15
000000000000000121000011096,0.222,4.69,-2.83,1.16
000000000000000121000011096,0.233,4.68,-2.85,1.16
000000000000000121000011096,0.298,4.67,-2.86,1.16
000000000000000121000011096,0.343,4.51,-2.85,1.20
000000000000000121000011096,0.242,4.63,-2.82,1.17
000000000000000121000011096,0.229,4.64,-2.81,1.17
000000000000000121000011096,0.218,4.65,-2.81,1.17
000000000000000121000011096,0.208,4.66,-2.80,1.17
000000000000000121000011096,0.219,4.83,-2.84,1.16
000000000000000121000011096,0.226,4.88,-2.97,1.15
000000000000000121000011096,0.229,4.89,-2.97,1.15
000000000000000121000011096,0.230,5.01,-3.12,1.18
000000000000000121000011096,0.305,4.91,-2.99,1.19
000000000000000121000011096,0.383,4.87,-2.77,1.18
000000000000000121000011096,0.442,4.76,-2.54,1.21
000000000000000121000011096,0.269,4.62,-2.73,1.15
000000000000000121000011096,0.336,4.52,-2.56,1.18
000000000000000121000011096,0.250,4.57,-2.68,1.14
000000000000000121000011096,0.226,4.58,-2.69,1.14
000000000000000121000011096,0.240,4.58,-2.70,1.14
000000000000000121000011096,0.205,4.59,-2.72,1.15
000000000000000121000011096,0.197,4.60,-2.73,1.15
000000000000000121000011096,0.195,4.61,-2.74,1.15
000000000000000121000011096,0.241,4.63,-2.76,1.15
000000000000000121000011096,0.195,4.62,-2.88,1.03
000000000000000121000011096,0.221,4.68,-2.89,1.17
000000000000000121000011096,0.195,4.72,-3.04,1.15
000000000000000121000011096,0.195,4.77,-3.12,1.19
000000000000000121000011096,0.441,4.54,-2.74,1.19
000000000000000121000011096,0.257,4.70,-2.84,1.22
000000000000000121000011096,0.202,4.71,-2.83,1.22
000000000000000121000011096,0.187,4.71,-2.82,1.21
000000000000000121000011096,0.194,4.71,-2.81,1.21
000000000000000121000011096,0.208,4.70,-2.79,1.21
000000000000000121000011096,0.231,4.74,-2.67,1.17
000000000000000121000011096,0.216,4.74,-2.67,1.17
000000000000000121000011096,0.222,4.80,-2.86,1.20
000000000000000121000011096,0.216,4.91,-3.05,1.19
000000000000000121000011096,0.206,5.00,-3.16,1.20
000000000000000121000011096,0.224,5.15,-3.20,1.23
000000000000000121000011096,0.211,5.15,-3.20,1.23
000000000000000121000011096,0.217,5.15,-3.20,1.23
000000000000000121000011096,0.245,5.02,-2.74,1.33
000000000000000121000011096,0.245,5.02,-2.92,1.20
000000000000000121000011096,0.205,5.02,-2.93,1.20
000000000000000121000011096,0.237,5.02,-2.94,1.20
000000000000000121000011096,0.003,4.72,-3.27,1.16
000000000000000121000011096,0.263,4.72,-3.27,1.16
000000000000000121000011096,0.230,4.72,-3.28,1.16
000000000000000121000011096,0.245,4.72,-3.28,1.16
000000000000000121000011096,0.250,4.73,-3.29,1.17
000000000000000121000011096,0.285,4.75,-3.29,1.17
000000000000000121000011096,0.273,5.01,-3.32,1.19
000000000000000121000011096,0.257,4.84,-3.30,1.18
000000000000000121000011096,0.311,4.84,-3.30,1.18
